"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Perubahan%"
"08/11/2016","13.084,0","13.070,0","13.091,0","13.066,0","-0,03%"
"07/11/2016","13.088,0","13.072,0","13.088,0","13.071,0","0,14%"
"04/11/2016","13.070,0","13.080,0","13.115,0","13.065,0","-0,04%"
"03/11/2016","13.075,0","13.045,0","13.075,0","13.045,0","0,15%"
"02/11/2016","13.056,0","13.041,0","13.066,0","13.040,0","0,11%"
"01/11/2016","13.041,5","13.026,5","13.041,5","13.026,5","-0,05%"
"31/10/2016","13.048,0","13.051,0","13.053,0","13.040,0","-0,02%"
"28/10/2016","13.050,5","13.027,5","13.052,5","13.027,5","0,13%"
"27/10/2016","13.033,0","13.011,0","13.033,0","13.011,0","0,20%"
"26/10/2016","13.007,5","12.992,5","13.009,5","12.982,5","0,01%"
"25/10/2016","13.006,0","13.019,0","13.029,0","13.004,0","-0,05%"
"24/10/2016","13.013,0","13.031,0","13.051,0","13.006,0","-0,25%"
"21/10/2016","13.045,0","13.015,0","13.045,0","13.010,0","0,29%"
"20/10/2016","13.007,5","12.982,5","13.010,5","12.982,5","0,00%"
"19/10/2016","13.007,5","13.017,5","13.017,5","12.997,5","-0,19%"
"18/10/2016","13.032,0","13.022,0","13.054,0","13.022,0","-0,28%"
"17/10/2016","13.068,5","13.036,5","13.071,5","13.036,5","0,18%"
"14/10/2016","13.044,5","13.052,5","13.072,5","13.032,5","-0,25%"
"13/10/2016","13.077,5","13.022,5","13.077,5","13.017,5","0,45%"
"12/10/2016","13.018,5","13.001,5","13.026,5","13.001,5","0,05%"
"11/10/2016","13.012,5","12.977,5","13.017,5","12.977,5","0,27%"
"10/10/2016","12.977,5","12.952,5","12.982,5","12.952,5","-0,06%"
"07/10/2016","12.985,0","13.002,0","13.007,0","12.980,0","-0,02%"
"06/10/2016","12.987,0","12.991,0","12.996,0","12.981,0","-0,08%"
"05/10/2016","12.997,5","13.002,5","13.013,5","12.982,5","0,12%"
"04/10/2016","12.981,5","12.981,5","12.999,5","12.971,5","-0,01%"
"03/10/2016","12.982,5","13.022,5","13.022,5","12.967,5","-0,52%"
"30/09/2016","13.051,0","12.984,0","13.054,0","12.984,0","0,59%"
"29/09/2016","12.975,0","12.940,0","12.985,0","12.930,0","0,21%"
"28/09/2016","12.947,5","12.932,5","12.957,5","12.917,5","-0,06%"
"27/09/2016","12.955,0","13.023,0","13.050,0","12.935,0","-0,58%"
"26/09/2016","13.030,0","13.075,0","13.085,0","13.030,0","-0,36%"
"23/09/2016","13.076,5","13.061,5","13.101,5","13.051,5","-0,10%"
"22/09/2016","13.090,0","13.090,0","13.110,0","13.080,0","-0,35%"
"21/09/2016","13.135,5","13.131,5","13.161,5","13.131,5","-0,13%"
"20/09/2016","13.152,5","13.142,5","13.157,5","13.137,5","-0,03%"
"19/09/2016","13.156,0","13.161,0","13.176,0","13.151,0","-0,01%"
"16/09/2016","13.157,5","13.132,5","13.160,5","13.117,5","-0,13%"
"15/09/2016","13.175,0","13.185,0","13.200,0","13.160,0","-0,22%"
"14/09/2016","13.204,5","13.207,5","13.240,5","13.197,5","0,26%"
"13/09/2016","13.170,0","13.130,0","13.193,0","13.130,0","0,54%"
"12/09/2016","13.099,5","13.099,5","13.099,5","13.099,5","0,00%"
"09/09/2016","13.099,5","13.082,5","13.107,5","13.071,5","0,28%"
"08/09/2016","13.062,5","13.062,5","13.105,5","13.057,5","-0,17%"
"07/09/2016","13.085,0","13.080,0","13.095,0","13.075,0","-0,32%"
"06/09/2016","13.126,5","13.151,5","13.166,5","13.121,5","-0,20%"
"05/09/2016","13.152,5","13.217,5","13.217,5","13.147,5","-0,71%"
"02/09/2016","13.247,0","13.247,0","13.265,0","13.235,0","-0,16%"
"01/09/2016","13.268,0","13.262,0","13.280,0","13.257,0","0,00%"
"31/08/2016","13.267,5","13.282,5","13.308,5","13.256,5","-0,08%"
"30/08/2016","13.277,5","13.242,5","13.277,5","13.242,5","0,09%"
"29/08/2016","13.265,0","13.235,0","13.285,0","13.235,0","0,45%"
"26/08/2016","13.206,0","13.226,0","13.244,0","13.206,0","-0,27%"
"25/08/2016","13.241,5","13.241,5","13.271,5","13.239,5","-0,05%"
"24/08/2016","13.247,5","13.232,5","13.272,5","13.232,5","0,22%"
"23/08/2016","13.219,0","13.201,0","13.231,0","13.201,0","0,06%"
"22/08/2016","13.211,5","13.161,5","13.236,5","13.161,5","0,41%"
"19/08/2016","13.157,5","13.112,5","13.157,5","13.112,5","0,31%"
"18/08/2016","13.116,5","13.100,5","13.116,5","13.090,5","0,16%"
"17/08/2016","13.096,0","13.096,0","13.096,0","13.096,0","0,00%"
"16/08/2016","13.096,0","13.081,0","13.104,0","13.081,0","-0,13%"
"15/08/2016","13.112,5","13.117,5","13.124,5","13.102,5","-0,06%"
"12/08/2016","13.121,0","13.111,0","13.123,0","13.111,0","0,03%"
"11/08/2016","13.117,0","13.101,0","13.124,0","13.101,0","0,03%"
"10/08/2016","13.113,5","13.111,5","13.124,5","13.111,5","-0,14%"
"09/08/2016","13.132,5","13.122,5","13.135,5","13.117,5","0,02%"
"08/08/2016","13.130,0","13.131,0","13.151,0","13.124,0","0,01%"
"05/08/2016","13.128,5","13.118,5","13.131,5","13.114,5","-0,07%"
"04/08/2016","13.137,5","13.132,5","13.149,5","13.132,5","0,10%"
"03/08/2016","13.125,0","13.115,0","13.142,0","13.090,0","0,21%"
"02/08/2016","13.097,5","13.062,5","13.102,5","13.062,5","0,20%"
"01/08/2016","13.071,0","13.081,0","13.081,0","13.066,0","-0,21%"
"29/07/2016","13.098,5","13.091,5","13.112,5","13.081,5","-0,02%"
"28/07/2016","13.101,0","13.101,0","13.118,0","13.093,0","-0,30%"
"27/07/2016","13.140,0","13.145,0","13.150,0","13.106,0","-0,21%"
"26/07/2016","13.167,5","13.141,5","13.167,5","13.119,5","0,21%"
"25/07/2016","13.140,0","13.120,0","13.145,0","13.120,0","0,24%"
"22/07/2016","13.108,5","13.081,5","13.109,5","13.081,5","0,06%"
"21/07/2016","13.100,0","13.125,0","13.130,0","13.090,0","-0,10%"
"20/07/2016","13.112,5","13.092,5","13.122,5","13.082,5","0,18%"
"19/07/2016","13.089,0","13.081,0","13.091,0","13.081,0","0,01%"
"18/07/2016","13.087,5","13.102,5","13.117,5","13.087,5","-0,03%"
"15/07/2016","13.091,5","13.061,5","13.094,5","13.061,5","0,07%"
"14/07/2016","13.082,5","13.072,5","13.092,5","13.071,5","-0,10%"
"13/07/2016","13.095,0","13.095,0","13.120,0","13.084,0","-0,19%"
"12/07/2016","13.120,0","13.125,0","13.165,0","13.105,0","0,23%"
"11/07/2016","13.090,0","13.115,0","13.125,0","13.090,0","-0,29%"
"08/07/2016","13.127,5","13.127,5","13.127,5","13.127,5","0,00%"
"07/07/2016","13.127,5","13.127,5","13.127,5","13.127,5","0,00%"
"06/07/2016","13.127,5","13.127,5","13.127,5","13.127,5","0,00%"
"05/07/2016","13.127,5","13.127,5","13.127,5","13.127,5","0,00%"
"04/07/2016","13.127,5","13.127,5","13.127,5","13.127,5","-0,10%"
"01/07/2016","13.140,0","13.160,0","13.185,0","13.125,0","-0,55%"
"30/06/2016","13.212,5","13.172,5","13.217,5","13.157,5","0,39%"
"29/06/2016","13.161,5","13.161,5","13.201,5","13.131,5","-0,12%"
"28/06/2016","13.177,5","13.307,5","13.307,5","13.157,5","-1,22%"
"27/06/2016","13.340,0","13.385,0","13.520,0","13.293,0","-0,30%"
"24/06/2016","13.380,0","13.244,0","13.435,0","13.244,0","0,92%"
"23/06/2016","13.257,5","13.267,5","13.270,5","13.242,5","-0,20%"
"22/06/2016","13.284,0","13.274,0","13.309,0","13.274,0","0,16%"
"21/06/2016","13.262,5","13.252,5","13.302,5","13.252,5","-0,02%"
"20/06/2016","13.265,0","13.285,0","13.285,0","13.245,0","-0,54%"
"17/06/2016","13.337,5","13.352,5","13.369,5","13.332,5","-0,22%"
"16/06/2016","13.367,5","13.322,5","13.367,5","13.302,5","-0,04%"
"15/06/2016","13.372,5","13.382,5","13.417,5","13.357,5","0,06%"
"14/06/2016","13.365,0","13.270,0","13.390,0","13.265,0","0,65%"
"13/06/2016","13.278,5","13.326,5","13.341,5","13.266,5","-0,14%"
"10/06/2016","13.297,5","13.282,5","13.317,5","13.282,5","0,25%"
"09/06/2016","13.265,0","13.215,0","13.270,0","13.205,0","0,00%"
"08/06/2016","13.265,0","13.245,0","13.275,0","13.205,0","-0,04%"
"07/06/2016","13.270,0","13.375,0","13.385,0","13.260,0","-0,80%"
"06/06/2016","13.377,5","13.502,5","13.502,5","13.367,5","-1,57%"
"03/06/2016","13.591,5","13.621,5","13.641,5","13.586,5","-0,41%"
"02/06/2016","13.647,5","13.671,5","13.700,5","13.642,5","-0,09%"
"01/06/2016","13.660,0","13.655,0","13.695,0","13.645,0","0,00%"
"31/05/2016","13.660,0","13.625,0","13.660,0","13.595,0","0,11%"
"30/05/2016","13.645,0","13.610,0","13.655,0","13.610,0","0,46%"
"27/05/2016","13.583,0","13.557,0","13.587,0","13.557,0","-0,15%"
"26/05/2016","13.603,5","13.616,5","13.636,5","13.591,5","-0,38%"
"25/05/2016","13.655,0","13.655,0","13.685,0","13.615,0","-0,26%"
"24/05/2016","13.690,0","13.565,0","13.695,0","13.565,0","0,79%"
"23/05/2016","13.582,5","13.587,5","13.617,5","13.557,5","-0,18%"
"20/05/2016","13.607,5","13.542,5","13.652,5","13.532,5","0,39%"
"19/05/2016","13.555,0","13.445,0","13.560,0","13.430,0","1,24%"
"18/05/2016","13.389,0","13.315,0","13.389,0","13.310,0","0,68%"
"17/05/2016","13.298,5","13.293,5","13.308,5","13.267,5","-0,03%"
"16/05/2016","13.302,5","13.317,5","13.332,5","13.302,5","-0,11%"
"13/05/2016","13.317,5","13.302,5","13.324,5","13.297,5","0,15%"
"12/05/2016","13.297,5","13.302,5","13.312,5","13.282,5","-0,06%"
"11/05/2016","13.305,0","13.265,0","13.305,0","13.255,0","0,13%"
"10/05/2016","13.287,5","13.322,5","13.337,5","13.262,5","-0,02%"
"09/05/2016","13.290,0","13.305,0","13.305,0","13.275,0","0,37%"
"06/05/2016","13.241,5","13.241,5","13.241,5","13.241,5","0,00%"
"05/05/2016","13.241,5","13.241,5","13.241,5","13.241,5","0,00%"
"04/05/2016","13.241,5","13.211,5","13.251,5","13.141,5","0,36%"
"03/05/2016","13.194,5","13.144,5","13.196,5","13.134,5","0,11%"
"02/05/2016","13.180,0","13.175,0","13.195,0","13.175,0","-0,04%"
"29/04/2016","13.185,0","13.174,0","13.230,0","13.118,0","-0,01%"
"28/04/2016","13.186,5","13.161,5","13.211,5","13.151,5","-0,06%"
"27/04/2016","13.194,5","13.182,5","13.207,5","13.152,5","-0,04%"
"26/04/2016","13.200,0","13.205,0","13.230,0","13.190,0","0,02%"
"25/04/2016","13.197,5","13.202,5","13.242,5","13.192,5","0,00%"
"22/04/2016","13.197,5","13.152,5","13.207,5","13.152,5","0,30%"
"21/04/2016","13.157,5","13.152,5","13.187,5","13.147,5","0,13%"
"20/04/2016","13.141,0","13.105,0","13.151,0","13.105,0","-0,05%"
"19/04/2016","13.147,5","13.132,5","13.157,5","13.132,5","-0,21%"
"18/04/2016","13.175,0","13.185,0","13.220,0","13.175,0","0,00%"
"15/04/2016","13.175,0","13.175,0","13.180,0","13.145,0","-0,02%"
"14/04/2016","13.177,5","13.217,5","13.252,5","13.177,5","0,13%"
"13/04/2016","13.160,0","13.085,0","13.190,0","13.085,0","0,35%"
"12/04/2016","13.113,5","13.116,5","13.126,5","13.106,5","-0,11%"
"11/04/2016","13.127,5","13.102,5","13.139,5","13.102,5","-0,11%"
"08/04/2016","13.142,5","13.162,5","13.187,5","13.137,5","-0,13%"
"07/04/2016","13.160,0","13.175,0","13.212,0","13.155,0","-0,47%"
"06/04/2016","13.222,5","13.212,5","13.232,5","13.172,5","0,03%"
"05/04/2016","13.219,0","13.194,0","13.234,0","13.179,0","0,40%"
"04/04/2016","13.166,5","13.121,5","13.176,5","13.121,5","0,05%"
"01/04/2016","13.160,0","13.175,0","13.210,0","13.155,0","-0,75%"
"31/03/2016","13.260,0","13.255,0","13.296,0","13.240,0","-0,06%"
"30/03/2016","13.267,5","13.302,5","13.377,5","13.255,5","-0,97%"
"29/03/2016","13.397,5","13.327,5","13.432,5","13.317,5","0,22%"
"28/03/2016","13.367,5","13.277,5","13.367,5","13.277,5","0,87%"
"25/03/2016","13.252,5","13.252,5","13.252,5","13.252,5","0,00%"
"24/03/2016","13.252,5","13.202,5","13.262,5","13.152,5","0,57%"
"23/03/2016","13.177,5","13.152,5","13.202,5","13.141,5","-0,02%"
"22/03/2016","13.180,0","13.155,0","13.190,0","13.135,0","0,34%"
"21/03/2016","13.135,0","13.125,0","13.180,0","13.125,0","0,13%"
"18/03/2016","13.117,5","13.027,5","13.127,5","13.002,5","0,17%"
"17/03/2016","13.095,0","13.205,0","13.205,0","13.080,0","-1,30%"
"16/03/2016","13.267,5","13.162,5","13.282,5","13.132,5","0,68%"
"15/03/2016","13.177,5","13.057,5","13.177,5","13.056,5","0,90%"
"14/03/2016","13.060,0","12.975,0","13.060,0","12.975,0","-0,08%"
"11/03/2016","13.070,0","13.105,0","13.105,0","13.065,0","-0,02%"
"10/03/2016","13.072,5","13.127,5","13.162,5","13.062,5","-0,54%"
"09/03/2016","13.143,0","13.143,0","13.143,0","13.143,0","0,00%"
"08/03/2016","13.143,0","13.095,0","13.160,0","13.085,0","0,40%"
"07/03/2016","13.090,0","13.005,0","13.090,0","12.955,0","-0,34%"
"04/03/2016","13.135,0","13.155,0","13.175,0","13.110,0","-0,76%"
"03/03/2016","13.235,0","13.290,0","13.290,0","13.235,0","-0,41%"
"02/03/2016","13.290,0","13.295,0","13.325,0","13.255,0","-0,45%"
"01/03/2016","13.350,0","13.330,0","13.380,0","13.330,0","-0,16%"
"29/02/2016","13.372,0","13.380,0","13.410,0","13.371,0","0,01%"
"26/02/2016","13.370,0","13.380,0","13.406,0","13.360,0","-0,30%"
"25/02/2016","13.410,5","13.384,5","13.434,5","13.384,5","-0,01%"
"24/02/2016","13.412,5","13.427,5","13.457,5","13.407,5","-0,09%"
"23/02/2016","13.425,0","13.405,0","13.435,0","13.380,0","-0,09%"
"22/02/2016","13.437,5","13.482,5","13.490,5","13.422,5","-0,43%"
"19/02/2016","13.495,0","13.505,0","13.565,0","13.495,0","0,00%"
"18/02/2016","13.495,0","13.455,0","13.505,0","13.435,0","-0,11%"
"17/02/2016","13.510,0","13.445,0","13.515,0","13.445,0","0,82%"
"16/02/2016","13.400,0","13.305,0","13.415,0","13.295,0","0,19%"
"15/02/2016","13.375,0","13.460,0","13.490,0","13.375,0","-0,85%"
"12/02/2016","13.490,0","13.455,0","13.525,0","13.424,0","0,20%"
"11/02/2016","13.462,5","13.372,5","13.462,5","13.327,5","0,00%"
"10/02/2016","13.462,5","13.582,5","13.602,5","13.402,5","-1,05%"
"09/02/2016","13.605,0","13.663,0","13.713,0","13.603,0","-0,15%"
"08/02/2016","13.625,0","13.625,0","13.625,0","13.625,0","0,00%"
"05/02/2016","13.625,0","13.625,0","13.670,0","13.595,0","-0,09%"
"04/02/2016","13.637,5","13.672,5","13.682,5","13.632,5","-0,93%"
"03/02/2016","13.765,0","13.715,0","13.835,0","13.695,0","0,57%"
"02/02/2016","13.687,5","13.622,5","13.702,5","13.607,5","0,37%"
"01/02/2016","13.637,5","13.752,5","13.777,5","13.572,5","-1,00%"
"29/01/2016","13.775,0","13.805,0","13.855,0","13.755,0","-0,72%"
"28/01/2016","13.874,5","13.889,5","13.909,5","13.864,5","-0,03%"
"27/01/2016","13.878,5","13.851,5","13.891,5","13.846,5","-0,15%"
"26/01/2016","13.900,0","13.880,0","13.925,0","13.880,0","0,20%"
"25/01/2016","13.872,5","13.812,5","13.872,5","13.812,5","0,16%"
"22/01/2016","13.850,0","13.855,0","13.888,0","13.844,0","-0,43%"
"21/01/2016","13.910,0","13.908,0","13.928,0","13.863,0","-0,36%"
"20/01/2016","13.960,0","13.870,0","13.960,0","13.870,0","0,58%"
"19/01/2016","13.880,0","13.905,0","13.927,0","13.845,0","-0,38%"
"18/01/2016","13.932,5","13.902,5","13.952,5","13.902,5","0,27%"
"15/01/2016","13.894,5","13.814,5","13.914,5","13.814,5","-0,11%"
"14/01/2016","13.910,0","13.835,0","13.965,0","13.815,0","0,60%"
"13/01/2016","13.827,5","13.862,5","13.882,5","13.827,5","-0,59%"
"12/01/2016","13.910,0","13.855,0","13.910,0","13.810,0","0,25%"
"11/01/2016","13.875,0","13.915,0","13.955,0","13.870,0","-0,34%"
"08/01/2016","13.922,5","13.907,5","13.922,5","13.852,5","-0,04%"
"07/01/2016","13.927,5","13.922,5","13.977,5","13.862,5","-0,14%"
"06/01/2016","13.947,5","13.817,5","13.947,5","13.802,5","0,61%"
"05/01/2016","13.862,5","13.947,5","13.962,5","13.787,5","-0,38%"
"04/01/2016","13.915,0","13.805,0","13.920,0","13.805,0","0,92%"
"01/01/2016","13.787,5","13.787,5","13.787,5","13.787,5","0,00%"
